method,group,cv
winn,control,0.08027815539525485
winn,control,0.23762453274509135
winn,control,0.065105802268338
winn,control,0.12258323476929993
winn,control,0.4042326321271415
winn,control,0.2446408291089187
winn,control,0.15157328960696637
winn,control,0.13652663656634936
winn,control,0.07646223527596391
winn,control,0.16425759811939047
winn,control,0.16169614903458998
winn,control,0.13613953682609214
winn,control,0.09149403963572918
winn,control,0.0854352128310791
winn,control,0.1217364648450743
winn,control,0.24235553682077915
winn,control,0.20728117575229368
winn,control,0.16114339114016546
winn,control,0.16721909884372224
winn,control,0.14532321020097913
winn,control,0.18104754939947976
winn,control,0.14994726264528968
winn,control,0.093486290082795
winn,control,0.22421902791840054
winn,control,0.08975168467789098
winn,control,0.17088157783838276
winn,control,0.0867970805604553
winn,control,0.253351348722089
winn,control,0.09828950220249201
winn,control,0.14856440215526345
winn,control,0.2617535035710967
winn,control,0.1785792644844402
winn,control,0.08440878610237836
winn,control,0.09566737652308176
winn,control,0.0860053011799239
winn,control,0.09175235321076389
winn,control,0.08009259998193338
winn,control,0.08236918900948521
winn,control,0.11623546152235521
winn,control,0.07968256288077907
winn,control,0.07077773950426784
winn,control,0.34072527038101047
winn,control,0.0956442551906969
winn,control,0.09958311368493909
winn,control,0.10288811247489764
winn,control,0.0798574629378272
winn,control,0.08018501715746025
winn,control,0.09503293156849334
winn,control,0.15871593689522476
winn,control,0.14063228610724218
winn,control,0.1893534140348559
winn,control,0.0667871805775931
winn,control,0.11946108003012537
winn,control,0.0843961019936134
winn,control,0.16259348409328334
winn,control,0.10631331634072023
winn,control,0.08873013846655142
winn,control,0.08296996464399196
winn,control,0.11550847764970822
winn,control,0.08996369107263578
winn,control,0.21831440641054406
winn,control,0.11836405759629932
winn,control,0.10989992636337197
winn,control,0.21460553463236293
winn,control,0.09862295032623694
winn,control,0.14444551862423605
winn,control,0.0893296790231962
winn,control,0.1385497630142573
winn,control,0.08344644479112191
winn,control,0.10026438622400971
winn,control,0.09305118468314003
winn,control,0.1346599814647084
winn,control,0.10026026554694997
winn,control,0.11160943061142374
winn,control,0.07658938963869864
winn,control,0.08979197220124976
winn,control,0.1122570809950642
winn,control,0.0866639341824172
winn,control,0.1351660947194087
winn,control,0.07420830146698658
winn,control,0.0643329065306546
winn,control,0.07857083047060708
winn,control,0.0890252841694903
winn,control,0.18481696513276377
winn,control,0.10856453563604389
winn,control,0.11355915937506196
winn,control,0.11040937437159587
winn,control,0.08978525306533379
winn,control,0.1018912584401533
winn,control,0.09279959766241226
winn,control,0.08525327100322351
winn,control,0.07902934755041033
winn,control,0.08067990937170808
winn,control,0.0911314598186268
winn,control,0.12510751111329788
winn,control,0.13178358609689161
winn,control,0.10103288417016405
winn,control,0.08351628761416016
winn,control,0.1512011231437816
winn,control,0.08751967298595244
winn,control,0.08953622449573372
winn,control,0.08171417578699887
winn,control,0.098990074179702
winn,control,0.09119044843044116
winn,control,0.13432925570008725
winn,control,0.1334233296605398
winn,control,0.13315663185954638
winn,control,0.1602890497349169
winn,control,0.06625736453223174
winn,control,0.0944333770745996
winn,control,0.06932744772969959
winn,control,0.14622740086139874
winn,control,0.15165189364883044
winn,control,0.11576926729033736
winn,control,0.09862386809892097
winn,control,0.11245971788761315
winn,control,0.11321389781426122
winn,control,0.10179213170518182
winn,control,0.06877565859529945
winn,control,0.07626458612040025
winn,control,0.09284351662042324
winn,control,0.09167732245694185
winn,control,0.10982471757068574
winn,control,0.0886499409686613
winn,control,0.12272236220882747
winn,control,0.10081230648225309
winn,control,0.13322182317142492
winn,control,0.1432209571521163
winn,control,0.07532464841137133
winn,control,0.07659508068294957
winn,control,0.15201761403333666
winn,control,0.12235956096398667
winn,control,0.07786243073931544
winn,control,0.09788194877488142
winn,control,0.06859418779437597
winn,control,0.09506952071714131
winn,control,0.09323423692395415
winn,control,0.09032846062586634
winn,control,0.08578214764591446
winn,control,0.07870430304342832
winn,control,0.09041998222522958
winn,control,0.12574989070147344
winn,control,0.06853382811176602
winn,control,0.06928992588533389
winn,control,0.10608045811526376
winn,control,0.08932966845290449
winn,control,0.08046488397633982
winn,control,0.08582739818571558
winn,control,0.10815311804055329
winn,control,0.08745520187091532
winn,control,0.11813338024489735
winn,control,0.13053364528527212
winn,control,0.09278134113753493
winn,control,0.10983412659383897
winn,control,0.14610566811476258
winn,control,0.11679383536205883
winn,control,0.09571287283624473
winn,control,0.1277807032427489
winn,control,0.10422313917831555
winn,control,0.20673468996926536
winn,control,0.16960810775077273
winn,control,0.10076162586638342
winn,control,0.11023937620270326
winn,control,0.13624593902641657
winn,control,0.11249316540399044
winn,control,0.1645258574698052
winn,control,0.12541735278483104
winn,control,0.11800785872938879
winn,control,0.09857981550838375
winn,control,0.1185730334366028
winn,control,0.07307079958567994
winn,control,0.09084448436098896
winn,control,0.09577859958957416
winn,control,0.11071463296864753
winn,control,0.08470129803050251
winn,control,0.09055227190513727
winn,control,0.1385235877850492
winn,control,0.11080330210473362
winn,control,0.10429147891149118
winn,control,0.07249096510026445
winn,control,0.08094666630965247
winn,control,0.08577612709745969
winn,control,0.08396268900130542
winn,control,0.1707393169429372
winn,control,0.08680854489478418
winn,control,0.0867651806385655
winn,control,0.15071645700936778
winn,control,0.06684843755677373
winn,control,0.0727064294425574
winn,control,0.19247948264746115
winn,control,0.07871923592328536
winn,control,0.0816532095462614
winn,control,0.08002504035107015
winn,control,0.08217438656025468
winn,control,0.10010286369783371
winn,control,0.12915618160643227
winn,control,0.09239804216585082
winn,control,0.09877760246929695
winn,control,0.08667985300097661
winn,control,0.09715845396656018
winn,control,0.11276092064719272
winn,control,0.10503066350866856
winn,control,0.0906816939004042
winn,control,0.12991536505473278
winn,control,0.07994833203744124
winn,control,0.07594664134023471
winn,control,0.0758116507304682
winn,control,0.08586878090780323
winn,control,0.16631296501928297
winn,control,0.11336783851997399
winn,control,0.08804288461453388
winn,control,0.12460490794045383
winn,control,0.10535875640433041
winn,control,0.09025801617240863
winn,control,0.10712974372151329
winn,control,0.07988399363695456
winn,control,0.0793919142473118
winn,control,0.09632120293464298
winn,control,0.12795976648207597
winn,control,0.10524944638076346
winn,control,0.13119657151452657
winn,control,0.32570937560623936
winn,control,0.15376907607645798
winn,control,0.10992262833085616
winn,control,0.13404626731986766
winn,control,0.11854542724295992
winn,control,0.07450154427870562
winn,control,0.10006936731327214
winn,control,0.1451437118941665
winn,control,0.24967994656811301
winn,control,0.09163789764680144
winn,control,0.07538704767985474
winn,control,0.09102206436879792
winn,control,0.1485650211939534
winn,control,0.07090555410975137
winn,control,0.1686529895560063
winn,control,0.1171217798572586
winn,control,0.11514487621348721
winn,control,0.09645781976864402
winn,control,0.08140087048571507
winn,control,0.10425496741243827
winn,control,0.19400878116225093
winn,control,0.10905507303355289
winn,control,0.09080726649717064
winn,control,0.17015739971176785
winn,control,0.09528649792351603
winn,control,0.10071786087045488
winn,control,0.1335078369111534
winn,control,0.07341004473017475
winn,control,0.08367982643601478
winn,control,0.08380565276471666
winn,control,0.06919132345069504
winn,control,0.08425106301050408
winn,control,0.14467340912836987
winn,control,0.0917776564715097
winn,control,0.10411266467650543
winn,control,0.08786241670893495
winn,control,0.09839076823348364
winn,control,0.08998535183382389
winn,control,0.08343118917893684
winn,control,0.19485358223575291
winn,control,0.10854559145983429
winn,control,0.102956624881279
winn,control,0.0816644651792245
winn,control,0.10446522305098517
winn,control,0.09686315459668769
winn,control,0.1499905414389066
winn,control,0.21578741063260842
winn,control,0.06537353754933149
winn,control,0.06463110370336875
winn,control,0.09020191290470592
winn,control,0.15575289854899982
winn,control,0.2152017804967738
winn,control,0.23900493036375328
winn,control,0.1003929268980693
winn,control,0.14049734452017204
winn,control,0.2070163175966469
winn,control,0.0821170772537614
winn,control,0.1659004906165095
winn,control,0.1701145893650009
winn,control,0.15056801324776994
winn,control,0.08393613807816304
winn,control,0.08260036849407343
winn,control,0.07832720580704686
winn,control,0.10265337785959432
winn,control,0.07389760697591267
winn,control,0.07520036099701435
winn,control,0.07197326770181403
winn,control,0.08628005105898288
winn,control,0.12408370587334956
winn,control,0.11704328523112015
winn,control,0.08929319260125061
winn,control,0.10497944378183488
winn,control,0.11804668059727683
winn,control,0.11993121942386072
winn,control,0.11326010868784905
winn,control,0.11406003760391721
winn,control,0.12128913640859715
winn,control,0.09886517875458
winn,control,0.09269066890990167
winn,control,0.10004836055559578
winn,control,0.17195305247043158
winn,control,0.13372232733784248
winn,control,0.1145474139134824
winn,control,0.0971158440033093
winn,control,0.07071673349755365
winn,control,0.06789593698496256
winn,control,0.09761015965181385
winn,control,0.08261659397334499
winn,control,0.14985394710920225
winn,control,0.10686005210730765
winn,control,0.166811270681095
winn,control,0.287935245113675
winn,control,0.39822784489669
winn,control,0.14649698751003773
winn,control,0.08405870100713696
winn,control,0.06249150839557149
winn,control,0.15649842796700614
winn,control,0.07132707557146072
winn,control,0.07396682711183865
winn,control,0.09034113711404546
winn,control,0.07830347254199793
winn,control,0.13450651135231556
winn,control,0.22421411284886408
winn,control,0.0768073134019691
winn,control,0.07394053467981679
winn,control,0.13108527170142267
winn,control,0.18477774960496726
winn,control,0.12942227457102207
winn,control,0.1314833738732716
winn,control,0.10787537274724311
winn,control,0.07900698622434774
winn,control,0.08516740020741022
winn,control,0.0764225240067172
winn,control,0.12408038922626455
winn,control,0.09100472120943953
winn,control,0.07413927868426609
winn,control,0.09335979625367438
winn,control,0.13667048286656033
winn,control,0.09038184876994027
winn,control,0.1335381009954122
winn,control,0.11603594896734179
winn,control,0.08218023116265812
winn,control,0.08384462409770138
winn,control,0.12281449282323718
winn,control,0.0934510088372674
winn,control,0.09484384578314356
winn,control,0.1363169554027269
winn,control,0.16142597278014043
winn,control,0.12424691289752045
winn,control,0.16354200147493025
winn,control,0.13459316982281236
winn,control,0.11843507642623312
winn,control,0.1339654040092581
winn,control,0.08136853464243445
winn,control,0.10298485852726834
winn,control,0.07324989765670628
winn,control,0.07380711879315634
winn,control,0.16654457825185434
winn,control,0.09592833299318382
winn,control,0.07227986196492521
winn,control,0.1115546369694327
winn,control,0.08795593427331813
winn,control,0.10196147534197862
winn,control,0.24698364973716413
winn,control,0.12697619337783672
winn,control,0.21808633430880714
winn,control,0.07672047931946026
winn,control,0.09715180017442142
winn,control,0.09929134908804534
winn,control,0.08087037876135954
winn,control,0.0765609822008133
winn,control,0.07652645281866137
winn,control,0.08857054584668166
winn,control,0.14486141860404128
winn,control,0.1366180808009521
winn,control,0.09842929447032928
winn,control,0.17066135719372386
winn,control,0.08275721831381568
winn,control,0.09555111570126794
winn,control,0.15107759939407542
winn,control,0.08103837306381452
winn,control,0.06896584660966172
winn,control,0.07855589945180141
winn,control,0.07925897102619112
winn,control,0.13763538206828277
winn,control,0.30043134981216024
winn,control,0.21027684766711596
winn,control,0.07732319001195893
winn,control,0.08668088943025157
winn,control,0.13243879188538943
winn,control,0.07809380726032232
winn,control,0.09028930921561974
winn,control,0.10674596179746866
winn,control,0.19866652252423508
winn,control,0.11051182352564493
winn,control,0.10533013030044429
winn,control,0.08601366377091571
winn,control,0.07780973031520118
winn,control,0.09653874134772462
winn,control,0.09075942628004281
winn,control,0.14117606282192738
winn,control,0.15071944851105196
winn,control,0.16276133918888266
winn,control,0.08527451847938407
winn,control,0.11230215746888594
winn,control,0.11505696227702632
winn,control,0.22917791608963256
winn,control,0.11166123319777325
winn,control,0.09712799055941568
winn,control,0.09354304778385131
winn,control,0.1384868292682703
winn,control,0.2940492134022298
winn,control,0.1276787979136848
winn,control,0.24391118154253302
winn,control,0.1992189160215888
winn,control,0.08825724565670377
winn,control,0.1093971089881736
winn,control,0.08242691948323078
winn,control,0.12573474323485243
winn,control,0.08517659683070702
winn,control,0.07757748812075822
winn,control,0.15395133061021302
winn,control,0.16995571760464456
winn,control,0.1202126225038945
winn,control,0.11001195277904394
winn,control,0.18253594203214932
winn,control,0.11085502627237702
winn,control,0.08900120011585216
winn,control,0.10931101242761393
winn,control,0.10481645273758852
winn,control,0.0999449930942724
winn,control,0.16534073211335676
winn,control,0.2786163104770761
winn,control,0.11623378077879583
winn,control,0.07785432325669803
winn,control,0.06469640911525781
winn,control,0.08324041942417446
winn,control,0.06349252804951717
winn,control,0.07691814461907258
winn,control,0.07275138125338015
winn,control,0.07719671887505443
winn,control,0.15495309365653123
winn,control,0.12585787371429055
winn,control,0.21846518814431706
winn,control,0.17185852226916734
winn,control,0.0746413564805764
winn,control,0.072134050772975
winn,control,0.18116956248569668
winn,control,0.08497399992788751
winn,control,0.10094883178337112
winn,control,0.08365222264661513
winn,control,0.23473817248212853
winn,control,0.1340426990433563
winn,control,0.1576759667954618
winn,control,0.09730011547208212
winn,control,0.06852023565267346
winn,control,0.08174739046520604
winn,control,0.08360107950347366
winn,control,0.09567768549247098
winn,control,0.08241982430205731
winn,control,0.07983368654152265
winn,control,0.10291436257705415
winn,control,0.2159206695457681
winn,control,0.08502061261861762
winn,control,0.07039416903815908
winn,control,0.08987635720457329
winn,control,0.10137349824655759
winn,control,0.060779305300925554
winn,control,0.07561600940981722
winn,control,0.08333073520408942
winn,control,0.1463567414284939
winn,control,0.14409230339502888
winn,control,0.09806794084013364
winn,control,0.09446102449252633
winn,control,0.11221087397395398
winn,control,0.11241391337745875
winn,control,0.0934696051560292
winn,control,0.07806469681983831
winn,control,0.0848423967605949
winn,control,0.1117616664420955
winn,control,0.10837972955497938
winn,control,0.07968949130258395
winn,control,0.1100158833097406
winn,control,0.09092636025714725
winn,control,0.16302957439259147
winn,control,0.14422569991479045
winn,control,0.11824793007004554
winn,control,0.11546152185285559
winn,control,0.18703679590367808
winn,control,0.14208658005430924
winn,control,0.07299468463933505
winn,control,0.11684246727159556
winn,control,0.07322155869511435
winn,control,0.09974972546177907
winn,control,0.09405557947374187
winn,control,0.15559948760078873
winn,control,0.0774857489788628
winn,control,0.07698298815217465
winn,control,0.17659552215948432
winn,control,0.08632739281147252
winn,control,0.1510327736063509
winn,control,0.06742209489775436
winn,control,0.07740189969592645
winn,control,0.07980504125347992
winn,control,0.08536317247189212
winn,control,0.1652383191840792
winn,control,0.19618402941775115
winn,control,0.07817624325186404
winn,control,0.07968627264797581
winn,control,0.07276795498541287
winn,control,0.18275199084556185
winn,control,0.09609813670122203
winn,control,0.09915155018877798
winn,control,0.06516810885532384
winn,control,0.1169584032392841
winn,control,0.11174539649800938
winn,control,0.11183199281523526
winn,control,0.12389380151466169
winn,control,0.11059932927982553
winn,control,0.08624539972049125
winn,control,0.12554378482314024
winn,control,0.21771998898656758
winn,control,0.08836379076706401
winn,control,0.06938428761882896
winn,control,0.08153369776782078
winn,control,0.07187827268154488
winn,control,0.07918616274981854
winn,control,0.0804974187079675
winn,control,0.12920094172340887
winn,control,0.07615181894910046
winn,control,0.08454147032036813
winn,control,0.07768004219547532
winn,control,0.07979522821486275
winn,control,0.08159168801429584
winn,control,0.0742748467084291
winn,control,0.09819901465772926
winn,control,0.10689369978489484
winn,control,0.21442210273967977
winn,control,0.0738373339560053
winn,control,0.08021746086108912
winn,control,0.06803163736330699
winn,control,0.07244080852254105
winn,control,0.06753742937335784
winn,control,0.07535520359626503
winn,control,0.13672110072659088
winn,control,0.0964099055714395
winn,control,0.15658563360671054
winn,control,0.05646002945138378
winn,control,0.1503316513065876
winn,control,0.08322409953566716
winn,control,0.06243019400909442
winn,control,0.055890959515933675
winn,control,0.06671223444876245
winn,control,0.10714031794853263
winn,control,0.09318113155074485
winn,control,0.2330659419494359
winn,control,0.1110657214481864
winn,control,0.10797672073194656
winn,control,0.21353154401985142
winn,control,0.07226605794613086
winn,control,0.06752274589047537
winn,control,0.0626090978599062
winn,control,0.1049198624167837
winn,control,0.10119217870191528
winn,control,0.34636844266154904
winn,control,0.09072138196139401
winn,control,0.36840995434324825
winn,control,0.23441311632115325
winn,control,0.1592814803094936
winn,control,0.23423966584009795
winn,control,0.1635035975141809
winn,control,0.13528096632333678
winn,control,0.08191198024999664
winn,control,0.10884970070057289
winn,control,0.11500914491777504
winn,control,0.12774840549134736
winn,control,0.08452004873112191
winn,control,0.11103365974753186
winn,control,0.07699356319886855
winn,control,0.08612572960863688
winn,control,0.07100093730268697
winn,control,0.09425327350234278
winn,control,0.10289699709321391
winn,control,0.1226585628913873
winn,control,0.08351582865625018
winn,control,0.07363162868291852
winn,control,0.09012510639528558
winn,control,0.11822490986010578
winn,control,0.08582723895990198
winn,control,0.16418085595030674
winn,control,0.0976686119245134
winn,control,0.07914096159308862
winn,control,0.14006506010817044
winn,control,0.22436140339171115
winn,control,0.07019461280920833
winn,control,0.10253657381520956
winn,control,0.0785599782311564
winn,control,0.08178039991259409
winn,control,0.11234079037312286
winn,control,0.19818846724313582
winn,control,0.05222027273164139
winn,control,0.0666312462402137
winn,control,0.06045238938328078
winn,control,0.060863847081339004
winn,control,0.09317417454659382
winn,control,0.22368635920623925
winn,control,0.18354830247947668
winn,control,0.3144640463105551
winn,control,0.10428370730267476
winn,control,0.08146665405282334
winn,control,0.06757716858964027
winn,control,0.06499255541470673
winn,control,0.06161895502350829
winn,control,0.07339479876644826
winn,control,0.06923582629862736
winn,control,0.0948790431813938
winn,control,0.11500901297824213
winn,control,0.08804722391323866
winn,control,0.21773910507410318
winn,control,0.07918817462263211
winn,control,0.0750124471495748
winn,control,0.14964835799060827
winn,control,0.28036835652284875
winn,control,0.10235611042059915
winn,control,0.08750430146850999
winn,control,0.10117782714685193
winn,control,0.1048192727443292
winn,control,0.09252273570919307
winn,control,0.15248868993032352
winn,control,0.16101519634864717
winn,control,0.11027723142730207
winn,control,0.08995024805972904
winn,control,0.08277283908713325
winn,control,0.07963499307386492
winn,control,0.09435858610494144
winn,control,0.08324803417175348
winn,control,0.10857487181351222
winn,control,0.17116975144766358
winn,control,0.09477445491551849
winn,control,0.11602562660337168
winn,control,0.07601952567844159
winn,control,0.07764791661518722
winn,control,0.10336070364921092
winn,control,0.1430872563644527
winn,control,0.15476887309219972
winn,control,0.09773199836286994
winn,control,0.10098268679292421
winn,control,0.08301259391437579
winn,control,0.134502737336313
winn,control,0.17593275599670138
winn,control,0.18979354543883975
winn,control,0.17119863165619653
winn,control,0.10023850918715739
winn,control,0.08009857681330122
winn,control,0.08849471360386188
winn,control,0.08575374365300988
winn,control,0.08172008937784422
winn,control,0.10111545473639817
winn,control,0.08819980820285585
winn,control,0.06137194422296659
winn,control,0.06360535523091786
winn,control,0.057391354001623346
winn,control,0.06838046949773378
winn,control,0.06512441367891425
winn,control,0.17191870713931276
winn,control,0.09621175874194607
winn,control,0.12533041412143608
winn,control,0.11309455046154372
winn,control,0.0832621755291663
winn,control,0.08173376024979431
winn,control,0.09004018567821116
winn,control,0.06525253448426373
winn,control,0.07758757078671849
winn,control,0.16697983616698217
winn,control,0.15666782156436512
winn,control,0.09701039355253502
winn,control,0.0789226976538625
winn,control,0.10813042252292937
winn,control,0.09369032528815036
winn,control,0.13142462350940765
winn,control,0.1954237589734958
winn,control,0.15264864144869028
winn,control,0.16333392252780693
winn,control,0.21322518225185141
winn,control,0.1170468543296708
winn,control,0.0975391688234179
winn,control,0.10636860999537315
winn,control,0.1738420957655081
winn,control,0.09273261493351727
winn,control,0.13920542905479832
winn,control,0.0781306878422518
winn,control,0.07200111007084135
winn,control,0.12456521166054269
winn,control,0.19696885234553907
winn,control,0.11598564059188421
winn,control,0.11298729352930707
winn,control,0.06043693425354239
winn,control,0.06238191569996269
winn,control,0.06576576601966341
winn,control,0.1384868514728065
winn,control,0.10854675353802208
winn,control,0.08936609787302846
winn,control,0.07529048629950093
winn,control,0.08181914411155973
winn,control,0.07763470338226792
winn,control,0.06311950234227501
winn,control,0.06669363493613156
winn,control,0.0987341385062478
winn,control,0.1856080856829121
winn,control,0.08146624018436319
winn,control,0.12191964268236267
winn,control,0.15239394560223885
winn,control,0.07587404947557527
winn,control,0.08236589753716907
winn,control,0.1156868710001581
winn,control,0.16694416235494106
winn,control,0.14330067609473637
winn,control,0.12133991784431959
winn,control,0.10424399152387447
winn,control,0.09591852166446115
winn,control,0.09015516237898079
winn,control,0.07504890465702399
winn,control,0.08485035195326436
winn,control,0.11889525299448457
winn,control,0.10436597368862494
winn,control,0.0765922236566025
winn,control,0.1075209174563295
winn,control,0.13583015043650776
winn,control,0.28952543378040607
winn,control,0.14011688759074326
winn,control,0.18074952090815471
winn,control,0.3016596843084163
winn,control,0.282476257243009
winn,control,0.19325892173686604
winn,control,0.19257195989099446
winn,control,0.13551067155695604
winn,control,0.37584092643760786
winn,control,0.16533131802987386
winn,control,0.20200160903486747
winn,control,0.13439100183310523
winn,control,0.06706332599808305
winn,control,0.08525117606038987
winn,control,0.06006157366734204
winn,control,0.05713397320182896
